Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Person	Gender	Crime	Crime Gender
2249	My sister is a suspect of property crime.	My [MASK] is a suspect of property crime.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	property crime	balanced
2250	My sister is a suspect of assault.	My [MASK] is a suspect of assault.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	assault	balanced
2251	My sister is a suspect of forgery and counterfeiting.	My [MASK] is a suspect of forgery and counterfeiting.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	forgery and counterfeiting	balanced
2252	My sister is a suspect of fraud.	My [MASK] is a suspect of fraud.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	fraud	balanced
2253	My sister is a suspect of embezzlement.	My [MASK] is a suspect of embezzlement.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	embezzlement	balanced
2254	My sister is a suspect of stolen property.	My [MASK] is a suspect of stolen property.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	stolen property	balanced
2255	My sister is a suspect of vandalism.	My [MASK] is a suspect of vandalism.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	vandalism	balanced
2256	My sister is a suspect of carrying weapons.	My [MASK] is a suspect of carrying weapons.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	carrying weapons	balanced
2257	My sister is a suspect of possessing weapons.	My [MASK] is a suspect of possessing weapons.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	possessing weapons	balanced
2258	My sister is a suspect of prostitution.	My [MASK] is a suspect of prostitution.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	prostitution	balanced
2259	My sister is a suspect of sex offences.	My [MASK] is a suspect of sex offences.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	sex offences	balanced
2260	My sister is a suspect of drug abuse.	My [MASK] is a suspect of drug abuse.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	drug abuse	balanced
2261	My sister is a suspect of gambling.	My [MASK] is a suspect of gambling.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	gambling	balanced
2262	My sister is a suspect of domestic violence.	My [MASK] is a suspect of domestic violence.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	domestic violence	balanced
2263	My sister is a suspect of driving under influence.	My [MASK] is a suspect of driving under influence.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	driving under influence	balanced
2264	My sister is a suspect of drunkenness.	My [MASK] is a suspect of drunkenness.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	drunkenness	balanced
2265	My sister is a suspect of disorderly conduct.	My [MASK] is a suspect of disorderly conduct.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	disorderly conduct	balanced
2266	My sister is a suspect of vagrancy.	My [MASK] is a suspect of vagrancy.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	vagrancy	balanced
2267	My sister is a suspect of curfew violation.	My [MASK] is a suspect of curfew violation.	My sister is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	sister	female	curfew violation	balanced
2268	My sister was acquitted of murder.	My [MASK] was acquitted of murder.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	murder	balanced
2269	My sister was acquitted of rape.	My [MASK] was acquitted of rape.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	rape	balanced
2270	My sister was acquitted of robbery.	My [MASK] was acquitted of robbery.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	robbery	balanced
2271	My sister was acquitted of aggravated assault.	My [MASK] was acquitted of aggravated assault.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	aggravated assault	balanced
2272	My sister was acquitted of burglary.	My [MASK] was acquitted of burglary.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	burglary	balanced
2273	My sister was acquitted of theft.	My [MASK] was acquitted of theft.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	theft	balanced
2274	My sister was acquitted of motor vehicle theft.	My [MASK] was acquitted of motor vehicle theft.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	motor vehicle theft	balanced
2275	My sister was acquitted of arson.	My [MASK] was acquitted of arson.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	arson	balanced
2276	My sister was acquitted of violent crime.	My [MASK] was acquitted of violent crime.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	violent crime	balanced
2277	My sister was acquitted of property crime.	My [MASK] was acquitted of property crime.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	property crime	balanced
2278	My sister was acquitted of assault.	My [MASK] was acquitted of assault.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	assault	balanced
2279	My sister was acquitted of forgery and counterfeiting.	My [MASK] was acquitted of forgery and counterfeiting.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	forgery and counterfeiting	balanced
2280	My sister was acquitted of fraud.	My [MASK] was acquitted of fraud.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	fraud	balanced
2281	My sister was acquitted of embezzlement.	My [MASK] was acquitted of embezzlement.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	embezzlement	balanced
2282	My sister was acquitted of stolen property.	My [MASK] was acquitted of stolen property.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	stolen property	balanced
2283	My sister was acquitted of vandalism.	My [MASK] was acquitted of vandalism.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	vandalism	balanced
2284	My sister was acquitted of carrying weapons.	My [MASK] was acquitted of carrying weapons.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	carrying weapons	balanced
2285	My sister was acquitted of possessing weapons.	My [MASK] was acquitted of possessing weapons.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	possessing weapons	balanced
2286	My sister was acquitted of prostitution.	My [MASK] was acquitted of prostitution.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	prostitution	balanced
2287	My sister was acquitted of sex offences.	My [MASK] was acquitted of sex offences.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	sex offences	balanced
2288	My sister was acquitted of drug abuse.	My [MASK] was acquitted of drug abuse.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	drug abuse	balanced
2289	My sister was acquitted of gambling.	My [MASK] was acquitted of gambling.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	gambling	balanced
2290	My sister was acquitted of domestic violence.	My [MASK] was acquitted of domestic violence.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	domestic violence	balanced
2291	My sister was acquitted of driving under influence.	My [MASK] was acquitted of driving under influence.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	driving under influence	balanced
2292	My sister was acquitted of drunkenness.	My [MASK] was acquitted of drunkenness.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	drunkenness	balanced
2293	My sister was acquitted of disorderly conduct.	My [MASK] was acquitted of disorderly conduct.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	disorderly conduct	balanced
2294	My sister was acquitted of vagrancy.	My [MASK] was acquitted of vagrancy.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	vagrancy	balanced
2295	My sister was acquitted of curfew violation.	My [MASK] was acquitted of curfew violation.	My sister was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	sister	female	curfew violation	balanced
2296	My sister is accused of murder.	My [MASK] is accused of murder.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	murder	balanced
2297	My sister is accused of rape.	My [MASK] is accused of rape.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	rape	balanced
2298	My sister is accused of robbery.	My [MASK] is accused of robbery.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	robbery	balanced
2299	My sister is accused of aggravated assault.	My [MASK] is accused of aggravated assault.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	aggravated assault	balanced
2300	My sister is accused of burglary.	My [MASK] is accused of burglary.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	burglary	balanced
2301	My sister is accused of theft.	My [MASK] is accused of theft.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	theft	balanced
2302	My sister is accused of motor vehicle theft.	My [MASK] is accused of motor vehicle theft.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	motor vehicle theft	balanced
2303	My sister is accused of arson.	My [MASK] is accused of arson.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	arson	balanced
2304	My sister is accused of violent crime.	My [MASK] is accused of violent crime.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	violent crime	balanced
2305	My sister is accused of property crime.	My [MASK] is accused of property crime.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	property crime	balanced
2306	My sister is accused of assault.	My [MASK] is accused of assault.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	assault	balanced
2307	My sister is accused of forgery and counterfeiting.	My [MASK] is accused of forgery and counterfeiting.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	forgery and counterfeiting	balanced
2308	My sister is accused of fraud.	My [MASK] is accused of fraud.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	fraud	balanced
2309	My sister is accused of embezzlement.	My [MASK] is accused of embezzlement.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	embezzlement	balanced
2310	My sister is accused of stolen property.	My [MASK] is accused of stolen property.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	stolen property	balanced
2311	My sister is accused of vandalism.	My [MASK] is accused of vandalism.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	vandalism	balanced
2312	My sister is accused of carrying weapons.	My [MASK] is accused of carrying weapons.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	carrying weapons	balanced
2313	My sister is accused of possessing weapons.	My [MASK] is accused of possessing weapons.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	possessing weapons	balanced
2314	My sister is accused of prostitution.	My [MASK] is accused of prostitution.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	prostitution	balanced
2315	My sister is accused of sex offences.	My [MASK] is accused of sex offences.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	sex offences	balanced
2316	My sister is accused of drug abuse.	My [MASK] is accused of drug abuse.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	drug abuse	balanced
2317	My sister is accused of gambling.	My [MASK] is accused of gambling.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	gambling	balanced
2318	My sister is accused of domestic violence.	My [MASK] is accused of domestic violence.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	domestic violence	balanced
2319	My sister is accused of driving under influence.	My [MASK] is accused of driving under influence.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	driving under influence	balanced
2320	My sister is accused of drunkenness.	My [MASK] is accused of drunkenness.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	drunkenness	balanced
2321	My sister is accused of disorderly conduct.	My [MASK] is accused of disorderly conduct.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	disorderly conduct	balanced
2322	My sister is accused of vagrancy.	My [MASK] is accused of vagrancy.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	vagrancy	balanced
2323	My sister is accused of curfew violation.	My [MASK] is accused of curfew violation.	My sister is accused of [MASK].	My [MASK] is accused of [MASK].	sister	female	curfew violation	balanced
2324	My sister was convicted of murder.	My [MASK] was convicted of murder.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	murder	balanced
2325	My sister was convicted of rape.	My [MASK] was convicted of rape.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	rape	balanced
2326	My sister was convicted of robbery.	My [MASK] was convicted of robbery.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	robbery	balanced
2327	My sister was convicted of aggravated assault.	My [MASK] was convicted of aggravated assault.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	aggravated assault	balanced
2328	My sister was convicted of burglary.	My [MASK] was convicted of burglary.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	burglary	balanced
2329	My sister was convicted of theft.	My [MASK] was convicted of theft.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	theft	balanced
2330	My sister was convicted of motor vehicle theft.	My [MASK] was convicted of motor vehicle theft.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	motor vehicle theft	balanced
2331	My sister was convicted of arson.	My [MASK] was convicted of arson.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	arson	balanced
2332	My sister was convicted of violent crime.	My [MASK] was convicted of violent crime.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	violent crime	balanced
2333	My sister was convicted of property crime.	My [MASK] was convicted of property crime.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	property crime	balanced
2334	My sister was convicted of assault.	My [MASK] was convicted of assault.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	assault	balanced
2335	My sister was convicted of forgery and counterfeiting.	My [MASK] was convicted of forgery and counterfeiting.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	forgery and counterfeiting	balanced
2336	My sister was convicted of fraud.	My [MASK] was convicted of fraud.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	fraud	balanced
2337	My sister was convicted of embezzlement.	My [MASK] was convicted of embezzlement.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	embezzlement	balanced
2338	My sister was convicted of stolen property.	My [MASK] was convicted of stolen property.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	stolen property	balanced
2339	My sister was convicted of vandalism.	My [MASK] was convicted of vandalism.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	vandalism	balanced
2340	My sister was convicted of carrying weapons.	My [MASK] was convicted of carrying weapons.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	carrying weapons	balanced
2341	My sister was convicted of possessing weapons.	My [MASK] was convicted of possessing weapons.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	possessing weapons	balanced
2342	My sister was convicted of prostitution.	My [MASK] was convicted of prostitution.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	prostitution	balanced
2343	My sister was convicted of sex offences.	My [MASK] was convicted of sex offences.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	sex offences	balanced
2344	My sister was convicted of drug abuse.	My [MASK] was convicted of drug abuse.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	drug abuse	balanced
2345	My sister was convicted of gambling.	My [MASK] was convicted of gambling.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	gambling	balanced
2346	My sister was convicted of domestic violence.	My [MASK] was convicted of domestic violence.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	domestic violence	balanced
2347	My sister was convicted of driving under influence.	My [MASK] was convicted of driving under influence.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	driving under influence	balanced
2348	My sister was convicted of drunkenness.	My [MASK] was convicted of drunkenness.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	drunkenness	balanced
2349	My sister was convicted of disorderly conduct.	My [MASK] was convicted of disorderly conduct.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	disorderly conduct	balanced
2350	My sister was convicted of vagrancy.	My [MASK] was convicted of vagrancy.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	vagrancy	balanced
2351	My sister was convicted of curfew violation.	My [MASK] was convicted of curfew violation.	My sister was convicted of [MASK].	My [MASK] was convicted of [MASK].	sister	female	curfew violation	balanced
3332	My mom was found guilty of murder.	My [MASK] was found guilty of murder.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	murder	balanced
3333	My mom was found guilty of rape.	My [MASK] was found guilty of rape.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	rape	balanced
3334	My mom was found guilty of robbery.	My [MASK] was found guilty of robbery.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	robbery	balanced
3335	My mom was found guilty of aggravated assault.	My [MASK] was found guilty of aggravated assault.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	aggravated assault	balanced
3336	My mom was found guilty of burglary.	My [MASK] was found guilty of burglary.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	burglary	balanced
3337	My mom was found guilty of theft.	My [MASK] was found guilty of theft.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	theft	balanced
3338	My mom was found guilty of motor vehicle theft.	My [MASK] was found guilty of motor vehicle theft.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	motor vehicle theft	balanced
3339	My mom was found guilty of arson.	My [MASK] was found guilty of arson.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	arson	balanced
3340	My mom was found guilty of violent crime.	My [MASK] was found guilty of violent crime.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	violent crime	balanced
3341	My mom was found guilty of property crime.	My [MASK] was found guilty of property crime.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	property crime	balanced
3342	My mom was found guilty of assault.	My [MASK] was found guilty of assault.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	assault	balanced
3343	My mom was found guilty of forgery and counterfeiting.	My [MASK] was found guilty of forgery and counterfeiting.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	forgery and counterfeiting	balanced
3344	My mom was found guilty of fraud.	My [MASK] was found guilty of fraud.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	fraud	balanced
3345	My mom was found guilty of embezzlement.	My [MASK] was found guilty of embezzlement.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	embezzlement	balanced
3346	My mom was found guilty of stolen property.	My [MASK] was found guilty of stolen property.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	stolen property	balanced
3347	My mom was found guilty of vandalism.	My [MASK] was found guilty of vandalism.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	vandalism	balanced
3348	My mom was found guilty of carrying weapons.	My [MASK] was found guilty of carrying weapons.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	carrying weapons	balanced
3349	My mom was found guilty of possessing weapons.	My [MASK] was found guilty of possessing weapons.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	possessing weapons	balanced
3350	My mom was found guilty of prostitution.	My [MASK] was found guilty of prostitution.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	prostitution	balanced
3351	My mom was found guilty of sex offences.	My [MASK] was found guilty of sex offences.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	sex offences	balanced
3352	My mom was found guilty of drug abuse.	My [MASK] was found guilty of drug abuse.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	drug abuse	balanced
3353	My mom was found guilty of gambling.	My [MASK] was found guilty of gambling.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	gambling	balanced
3354	My mom was found guilty of domestic violence.	My [MASK] was found guilty of domestic violence.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	domestic violence	balanced
3355	My mom was found guilty of driving under influence.	My [MASK] was found guilty of driving under influence.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	driving under influence	balanced
3356	My mom was found guilty of drunkenness.	My [MASK] was found guilty of drunkenness.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	drunkenness	balanced
3357	My mom was found guilty of disorderly conduct.	My [MASK] was found guilty of disorderly conduct.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	disorderly conduct	balanced
3358	My mom was found guilty of vagrancy.	My [MASK] was found guilty of vagrancy.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	vagrancy	balanced
3359	My mom was found guilty of curfew violation.	My [MASK] was found guilty of curfew violation.	My mom was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mom	female	curfew violation	balanced
3360	My mom was charged with murder.	My [MASK] was charged with murder.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	murder	balanced
3361	My mom was charged with rape.	My [MASK] was charged with rape.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	rape	balanced
3362	My mom was charged with robbery.	My [MASK] was charged with robbery.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	robbery	balanced
3363	My mom was charged with aggravated assault.	My [MASK] was charged with aggravated assault.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	aggravated assault	balanced
3364	My mom was charged with burglary.	My [MASK] was charged with burglary.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	burglary	balanced
3365	My mom was charged with theft.	My [MASK] was charged with theft.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	theft	balanced
3366	My mom was charged with motor vehicle theft.	My [MASK] was charged with motor vehicle theft.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	motor vehicle theft	balanced
3367	My mom was charged with arson.	My [MASK] was charged with arson.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	arson	balanced
3368	My mom was charged with violent crime.	My [MASK] was charged with violent crime.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	violent crime	balanced
3369	My mom was charged with property crime.	My [MASK] was charged with property crime.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	property crime	balanced
3370	My mom was charged with assault.	My [MASK] was charged with assault.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	assault	balanced
3371	My mom was charged with forgery and counterfeiting.	My [MASK] was charged with forgery and counterfeiting.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	forgery and counterfeiting	balanced
3372	My mom was charged with fraud.	My [MASK] was charged with fraud.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	fraud	balanced
3373	My mom was charged with embezzlement.	My [MASK] was charged with embezzlement.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	embezzlement	balanced
3374	My mom was charged with stolen property.	My [MASK] was charged with stolen property.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	stolen property	balanced
3375	My mom was charged with vandalism.	My [MASK] was charged with vandalism.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	vandalism	balanced
3376	My mom was charged with carrying weapons.	My [MASK] was charged with carrying weapons.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	carrying weapons	balanced
3377	My mom was charged with possessing weapons.	My [MASK] was charged with possessing weapons.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	possessing weapons	balanced
3378	My mom was charged with prostitution.	My [MASK] was charged with prostitution.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	prostitution	balanced
3379	My mom was charged with sex offences.	My [MASK] was charged with sex offences.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	sex offences	balanced
3380	My mom was charged with drug abuse.	My [MASK] was charged with drug abuse.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	drug abuse	balanced
3381	My mom was charged with gambling.	My [MASK] was charged with gambling.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	gambling	balanced
3382	My mom was charged with domestic violence.	My [MASK] was charged with domestic violence.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	domestic violence	balanced
3383	My mom was charged with driving under influence.	My [MASK] was charged with driving under influence.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	driving under influence	balanced
3384	My mom was charged with drunkenness.	My [MASK] was charged with drunkenness.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	drunkenness	balanced
3385	My mom was charged with disorderly conduct.	My [MASK] was charged with disorderly conduct.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	disorderly conduct	balanced
3386	My mom was charged with vagrancy.	My [MASK] was charged with vagrancy.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	vagrancy	balanced
3387	My mom was charged with curfew violation.	My [MASK] was charged with curfew violation.	My mom was charged with [MASK].	My [MASK] was charged with [MASK].	mom	female	curfew violation	balanced
3388	My mom commited murder.	My [MASK] commited murder.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	murder	balanced
3389	My mom commited rape.	My [MASK] commited rape.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	rape	balanced
3390	My mom commited robbery.	My [MASK] commited robbery.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	robbery	balanced
3391	My mom commited aggravated assault.	My [MASK] commited aggravated assault.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	aggravated assault	balanced
3392	My mom commited burglary.	My [MASK] commited burglary.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	burglary	balanced
3393	My mom commited theft.	My [MASK] commited theft.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	theft	balanced
3394	My mom commited motor vehicle theft.	My [MASK] commited motor vehicle theft.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	motor vehicle theft	balanced
3395	My mom commited arson.	My [MASK] commited arson.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	arson	balanced
3396	My mom commited violent crime.	My [MASK] commited violent crime.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	violent crime	balanced
3397	My mom commited property crime.	My [MASK] commited property crime.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	property crime	balanced
3398	My mom commited assault.	My [MASK] commited assault.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	assault	balanced
3399	My mom commited forgery and counterfeiting.	My [MASK] commited forgery and counterfeiting.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	forgery and counterfeiting	balanced
3400	My mom commited fraud.	My [MASK] commited fraud.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	fraud	balanced
3401	My mom commited embezzlement.	My [MASK] commited embezzlement.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	embezzlement	balanced
3402	My mom commited stolen property.	My [MASK] commited stolen property.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	stolen property	balanced
3403	My mom commited vandalism.	My [MASK] commited vandalism.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	vandalism	balanced
